_time,_value
2023-02-22T02:22:45.60343163Z,0.959969327
2023-02-22T02:22:46.618541778Z,0.959964202
2023-02-22T02:22:47.636301255Z,0.959959279
2023-02-22T02:22:48.64843377Z,0.960113916
2023-02-22T02:22:49.663619018Z,0.960586522
2023-02-22T02:22:50.678850765Z,0.953638171
2023-02-22T02:22:51.692999327Z,0.953831138
2023-02-22T02:22:52.712682952Z,0.954182507
2023-02-22T02:22:53.723329075Z,0.954213241
2023-02-22T02:22:54.738227746Z,0.954243982
2023-02-22T02:22:55.757709868Z,0.954593453
2023-02-22T02:22:56.767918586Z,0.954941022
2023-02-22T02:22:57.783249162Z,0.954967975
2023-02-22T02:22:58.797979194Z,0.955313677
2023-02-22T02:22:59.814331022Z,0.955657496
2023-02-22T02:23:00.831013454Z,0.956158804
2023-02-22T02:23:01.842815733Z,0.956179207
2023-02-22T02:23:02.857959648Z,0.956359031
2023-02-22T02:23:03.874682981Z,0.956697319
2023-02-22T02:23:04.88750367Z,0.957033762
2023-02-22T02:23:05.902767087Z,0.957368368
2023-02-22T02:23:06.928053414Z,0.957382422
2023-02-22T02:23:07.933082771Z,0.957396566
2023-02-22T02:23:08.947622925Z,0.957570159
2023-02-22T02:23:09.962860886Z,0.958061611
2023-02-22T02:23:10.977841044Z,0.951060282
2023-02-22T02:23:12.012587404Z,0.951431667
2023-02-22T02:23:13.007321655Z,0.951641664
2023-02-22T02:23:14.022728618Z,0.951850599
2023-02-22T02:23:15.037159408Z,0.952058478
2023-02-22T02:23:16.059370183Z,0.952424666
2023-02-22T02:23:17.069021318Z,0.95247013
2023-02-22T02:23:18.08377271Z,0.952834236
2023-02-22T02:23:19.098889706Z,0.952877627
2023-02-22T02:23:20.112242582Z,0.952920945
2023-02-22T02:23:21.127775882Z,0.953123552
2023-02-22T02:23:22.142719876Z,0.953325133
2023-02-22T02:23:23.159074951Z,0.95336633
2023-02-22T02:23:24.189211577Z,0.946395539
2023-02-22T02:23:25.187260375Z,0.946797293
2023-02-22T02:23:26.201908942Z,0.947037491
2023-02-22T02:23:27.220795453Z,0.947435821
2023-02-22T02:23:28.243603704Z,0.947831975
2023-02-22T02:23:29.247234159Z,0.9480666
2023-02-22T02:23:30.262024528Z,0.948140663
2023-02-22T02:23:31.277418574Z,0.948533208
2023-02-22T02:23:32.292425831Z,0.948764242
2023-02-22T02:23:33.306755282Z,0.948834731
2023-02-22T02:23:34.321953842Z,0.948904995
2023-02-22T02:23:35.34231046Z,0.948975036
2023-02-22T02:23:36.351820756Z,0.949363578
2023-02-22T02:23:37.366668412Z,0.949431266
2023-02-22T02:23:38.38259268Z,0.949498742
2023-02-22T02:23:39.397570778Z,0.949566008
2023-02-22T02:23:40.412766787Z,0.949633063
2023-02-22T02:23:41.427599791Z,0.950018632
2023-02-22T02:23:42.442366095Z,0.950402085
2023-02-22T02:23:43.459395425Z,0.950783432
2023-02-22T02:23:44.474706435Z,0.951003323
2023-02-22T02:23:45.48778672Z,0.951381445
2023-02-22T02:23:46.502459323Z,0.951438764
2023-02-22T02:23:47.517235967Z,0.951495922
2023-02-22T02:23:48.532994555Z,0.951712282
2023-02-22T02:23:49.548926745Z,0.951768165
2023-02-22T02:23:50.577590778Z,0.952142618
2023-02-22T02:23:51.579114506Z,0.952355648
2023-02-22T02:23:52.592157164Z,0.952408218
2023-02-22T02:23:53.608739061Z,0.952779373
2023-02-22T02:23:54.622537627Z,0.953148483
2023-02-22T02:23:56.662032494Z,0.953515557
2023-02-22T02:23:57.677207071Z,0.953880607
2023-02-22T02:23:58.694001466Z,0.954084281
2023-02-22T02:23:59.706997319Z,0.954446265
2023-02-22T02:24:00.721981495Z,0.954806251
2023-02-22T02:24:01.738222184Z,0.955164248
2023-02-22T02:24:02.75397547Z,0.955520267
2023-02-22T02:24:03.769690272Z,0.955874317
2023-02-22T02:24:04.781875035Z,0.955907684
2023-02-22T02:24:05.797151933Z,0.956100372
2023-02-22T02:24:06.812564832Z,0.956132703
2023-02-22T02:24:07.826934819Z,0.956483721
2023-02-22T02:24:08.841715911Z,0.956673433
2023-02-22T02:24:09.857313512Z,0.957021527
2023-02-22T02:24:10.871938789Z,0.957208329
2023-02-22T02:24:11.886788379Z,0.957553527
2023-02-22T02:24:12.901482266Z,0.957737449
2023-02-22T02:24:13.916566259Z,0.957761057
2023-02-22T02:24:14.931283847Z,0.958103397
2023-02-22T02:24:15.946709143Z,0.958443835
2023-02-22T02:24:16.961597233Z,0.958463658
2023-02-22T02:24:17.976387822Z,0.958961593
2023-02-22T02:24:18.99145169Z,0.959137969
2023-02-22T02:24:20.007083064Z,0.959154069
2023-02-22T02:24:21.02193753Z,0.959488938
2023-02-22T02:24:22.036668595Z,0.95950322
2023-02-22T02:24:23.051267258Z,0.959517555
2023-02-22T02:24:24.066265226Z,0.959531943
2023-02-22T02:24:25.081096091Z,0.959546383
2023-02-22T02:24:26.101429415Z,0.959720236
2023-02-22T02:24:27.112816641Z,0.960052549
2023-02-22T02:24:28.12622877Z,0.960064286
2023-02-22T02:24:29.141675322Z,0.960394811
2023-02-22T02:24:30.156428366Z,0.960564132
2023-02-22T02:24:31.171594215Z,0.960891934
2023-02-22T02:24:32.186050256Z,0.95317013
2023-02-22T02:24:33.200985402Z,0.953542441
2023-02-22T02:24:34.216252652Z,0.953753324
2023-02-22T02:24:35.231607391Z,0.953803741
2023-02-22T02:24:36.245843505Z,0.954013377
2023-02-22T02:24:37.265997283Z,0.954221916
2023-02-22T02:24:38.287368474Z,0.954588726
2023-02-22T02:24:39.291529878Z,0.954953496
2023-02-22T02:24:40.307694013Z,0.955316236
2023-02-22T02:24:41.320903116Z,0.955676958
2023-02-22T02:24:42.335652435Z,0.955876309
2023-02-22T02:24:43.350804421Z,0.956074615
2023-02-22T02:24:44.375883803Z,0.95611252
2023-02-22T02:24:45.389685265Z,0.956469069
2023-02-22T02:24:46.395850746Z,0.956664267
2023-02-22T02:24:47.410340115Z,0.956858441
2023-02-22T02:24:48.428052219Z,0.957051596
2023-02-22T02:24:49.448291749Z,0.957084376
2023-02-22T02:24:50.455817645Z,0.957435823
2023-02-22T02:24:51.470834061Z,0.957785308
2023-02-22T02:24:52.48533169Z,0.958132841
2023-02-22T02:24:53.500330825Z,0.958319069
2023-02-22T02:24:54.515254159Z,0.958504317
2023-02-22T02:24:55.530491396Z,0.958688592
2023-02-22T02:24:56.545252428Z,0.958871898
2023-02-22T02:24:57.560280164Z,0.9592136
2023-02-22T02:24:58.667097251Z,0.959394028
2023-02-22T02:24:59.589990887Z,0.959414143
2023-02-22T02:25:00.610555314Z,0.959752991
2023-02-22T02:25:01.620003323Z,0.959771216
2023-02-22T02:25:02.63495559Z,0.959948821
2023-02-22T02:25:03.65115317Z,0.960284851
2023-02-22T02:25:04.665001126Z,0.960459634
2023-02-22T02:25:05.680157495Z,0.960633495
2023-02-22T02:25:06.695013561Z,0.960806439
2023-02-22T02:25:07.710077504Z,0.961137831
2023-02-22T02:25:08.729392802Z,0.961467362
2023-02-22T02:25:09.740544013Z,0.961635679
2023-02-22T02:25:10.755144161Z,0.961962469
2023-02-22T02:25:11.772346937Z,0.962128058
2023-02-22T02:25:12.798095205Z,0.962452134
2023-02-22T02:25:13.804004259Z,0.962615023
2023-02-22T02:25:14.814649364Z,0.962777051
2023-02-22T02:25:15.832523049Z,0.963097584
2023-02-22T02:25:16.844732073Z,0.963256948
2023-02-22T02:25:17.859596726Z,0.963415468
2023-02-22T02:25:18.874517778Z,0.963891873
2023-02-22T02:25:19.891111949Z,0.964046812
2023-02-22T02:25:20.904856489Z,0.964360291
2023-02-22T02:25:21.91951454Z,0.964672
2023-02-22T02:25:22.934429121Z,0.964822586
2023-02-22T02:25:23.949308778Z,0.965131734
2023-02-22T02:25:24.964402337Z,0.965439135
2023-02-22T02:25:25.986715976Z,0.965585435
2023-02-22T02:25:26.994490555Z,0.965730957
2023-02-22T02:25:28.010547325Z,0.965875707
2023-02-22T02:25:29.024551272Z,0.966019688
2023-02-22T02:25:30.039160226Z,0.966322266
2023-02-22T02:25:31.054069485Z,0.966623129
2023-02-22T02:25:32.069416856Z,0.966762924
2023-02-22T02:25:33.083855416Z,0.959093242
2023-02-22T02:25:34.099684192Z,0.959278281
2023-02-22T02:25:35.118620802Z,0.959462335
2023-02-22T02:25:36.147846425Z,0.959486048
2023-02-22T02:25:37.144347588Z,0.959669101
2023-02-22T02:25:38.159018051Z,0.959851179
2023-02-22T02:25:39.174061922Z,0.960191648
2023-02-22T02:25:40.188803199Z,0.960530199
2023-02-22T02:25:41.208870335Z,0.960707478
2023-02-22T02:25:42.220608979Z,0.960883811
2023-02-22T02:25:43.236712671Z,0.961059204
2023-02-22T02:25:44.258764929Z,0.96123366
2023-02-22T02:25:45.264454406Z,0.961566546
2023-02-22T02:25:46.28161261Z,0.96173819
2023-02-22T02:25:47.294119808Z,0.961908916
2023-02-22T02:25:48.308900477Z,0.96207873
2023-02-22T02:25:49.323709547Z,0.962406997
2023-02-22T02:25:50.338788419Z,0.962574046
2023-02-22T02:25:51.353494287Z,0.9627402
2023-02-22T02:25:52.368736162Z,0.962905465
2023-02-22T02:25:53.383507231Z,0.963069845
2023-02-22T02:25:54.398823106Z,0.963233344
2023-02-22T02:25:55.413460569Z,0.963555329
2023-02-22T02:25:56.428780261Z,0.95654484
2023-02-22T02:25:57.443683449Z,0.956747689
2023-02-22T02:25:58.458141732Z,0.956949451
2023-02-22T02:25:59.473521826Z,0.957150132
2023-02-22T02:26:00.488881719Z,0.957349737
2023-02-22T02:26:01.50500662Z,0.957548272
2023-02-22T02:26:02.522718939Z,0.957905105
2023-02-22T02:26:03.53649453Z,0.958100562
2023-02-22T02:26:04.550914121Z,0.958454332
2023-02-22T02:26:05.566157721Z,0.958806105
2023-02-22T02:26:06.587908491Z,0.951825243
2023-02-22T02:26:07.593193084Z,0.952057557
2023-02-22T02:26:08.60804408Z,0.952288624
2023-02-22T02:26:09.62795813Z,0.952518451
2023-02-22T02:26:10.637846373Z,0.952587682
2023-02-22T02:26:11.656093443Z,0.952816001
2023-02-22T02:26:12.668107195Z,0.953043094
2023-02-22T02:26:13.682986678Z,0.953268965
2023-02-22T02:26:14.697845561Z,0.953652985
2023-02-22T02:26:15.712849445Z,0.95387548
2023-02-22T02:26:16.728149633Z,0.95425614
2023-02-22T02:26:17.745409042Z,0.954475294
2023-02-22T02:26:18.757689397Z,0.954693267
2023-02-22T02:26:19.772793399Z,0.954910066
2023-02-22T02:26:20.789186118Z,0.955125697
2023-02-22T02:26:21.805768939Z,0.955499527
2023-02-22T02:26:22.817938111Z,0.955871247
2023-02-22T02:26:23.832687212Z,0.956081506
2023-02-22T02:26:24.84810732Z,0.956290631
2023-02-22T02:26:25.862450217Z,0.956498626
2023-02-22T02:26:26.87740142Z,0.956705497
2023-02-22T02:26:27.892309132Z,0.956911251
2023-02-22T02:26:28.907593353Z,0.957275255
2023-02-22T02:26:29.922776973Z,0.949669102
2023-02-22T02:26:30.937423687Z,0.949917315
2023-02-22T02:26:31.953031912Z,0.950004828
2023-02-22T02:26:32.966766217Z,0.950251323
2023-02-22T02:26:33.98218934Z,0.950496488
2023-02-22T02:26:34.997429262Z,0.950740329
2023-02-22T02:26:36.012374599Z,0.950982853
2023-02-22T02:26:37.027100834Z,0.951224066
2023-02-22T02:26:38.042391775Z,0.951623337
2023-02-22T02:26:40.083072968Z,0.952020357
2023-02-22T02:26:41.107114406Z,0.952255775
2023-02-22T02:26:42.111985132Z,0.952649281
2023-02-22T02:26:43.126883138Z,0.953040565
2023-02-22T02:26:44.144327702Z,0.953270277
2023-02-22T02:26:45.162298273Z,0.953498745
2023-02-22T02:26:46.174988083Z,0.953885335
2023-02-22T02:26:47.186806083Z,0.954269739
2023-02-22T02:26:48.20189762Z,0.954492607
2023-02-22T02:26:49.216767755Z,0.954873626
2023-02-22T02:26:50.23162119Z,0.955093127
2023-02-22T02:26:51.246753767Z,0.955152072
2023-02-22T02:26:52.2617442Z,0.955529508
2023-02-22T02:26:53.279784069Z,0.955904805
2023-02-22T02:26:54.291941167Z,0.956277974
2023-02-22T02:26:55.306381693Z,0.956649025
2023-02-22T02:26:56.324091058Z,0.956858608
